Original Value,Processed Value
[],MFAP1_HUMAN
[],MFAP4_HUMAN
[],ECHB_HUMAN
[],PAR2_HUMAN
[],AQP4_HUMAN
[],UCN1_HUMAN
[],GDF10_HUMAN
[],MANF_HUMAN
[],MTP_HUMAN
[],NCKPL_HUMAN
[],AFAD_HUMAN
[],AF10_HUMAN
[],AF17_HUMAN
[],ELL_HUMAN
[],BRPF1_HUMAN
[],NP1L1_HUMAN
[],CASP7_HUMAN
[],CASP9_HUMAN
[],CASP6_HUMAN
[],GP2_HUMAN
[],ADK_HUMAN
[],DSRAD_HUMAN
[],LAMB2_HUMAN
[],CDN2D_HUMAN
[],CADH4_HUMAN
[],CADH6_HUMAN
[],CADH8_HUMAN
[],CAD11_HUMAN
[],CAD12_HUMAN
[],CAD13_HUMAN
[],CAD15_HUMAN
[],FOXG1_HUMAN
[],FOXA1_HUMAN
[],FOXA3_HUMAN
[],TPD52_HUMAN
[],LMIP_HUMAN
[],ANM2_HUMAN
[],PKNX1_HUMAN
[],SEC13_HUMAN
[],NH2L1_HUMAN
[],PAX9_HUMAN
[],CCL23_HUMAN
[],CCL18_HUMAN
[],PSA_HUMAN
[],ALR_HUMAN
[],HNRH2_HUMAN
[],SCOT1_HUMAN
[],UCP2_HUMAN
[],SUMO3_HUMAN
[],EIF3B_HUMAN
[],RAG2_HUMAN
[],FCGRN_HUMAN
[],UCP3_HUMAN
[],BID_HUMAN
[],ATPK_HUMAN
[],GFRA1_HUMAN
[],DLX1_HUMAN
[],DLX5_HUMAN
[],DLX6_HUMAN
[],TPTE_HUMAN
[],NDUV3_HUMAN
[],RRP1_HUMAN
[],SYMC_HUMAN
[],ITA1_HUMAN
[],CATW_HUMAN
[],ARP19_HUMAN
[],MAZ_HUMAN
[],TCL1A_HUMAN
[],DPOE2_HUMAN
[],P2RX3_HUMAN
[],AP1S2_HUMAN
[],ATP68_HUMAN
[],ATP5E_HUMAN
[],ATP5I_HUMAN
[],LEG4_HUMAN
[],HDAC4_HUMAN
[],IF6_HUMAN
[],CAV3_HUMAN
[],CTBP2_HUMAN
[],NDUA6_HUMAN
[],TM50B_HUMAN
[],ARL4C_HUMAN
[],PEX3_HUMAN
[],NDK5_HUMAN
[],PER3_HUMAN
[],SOX10_HUMAN
[],KCNQ4_HUMAN
[],WNT3_HUMAN
[],WNT3A_HUMAN
[],WNT4_HUMAN
[],WNT7B_HUMAN
[],RP1_HUMAN
[],NETR_HUMAN
[],CLD15_HUMAN
[],CLD6_HUMAN
[],CLD8_HUMAN
[],CLD17_HUMAN
[],BACE1_HUMAN
[],EP3B_HUMAN
[],CLD18_HUMAN
[],CLD20_HUMAN
[],GSC_HUMAN
[],DHB7_HUMAN
[],BCAR1_HUMAN
[],STX17_HUMAN
[],NRG3_HUMAN
[],RBM11_HUMAN
[],H2BFS_HUMAN
[],PIGP_HUMAN
[],DSCR6_HUMAN
[],G6PT2_HUMAN
[],SIK1_HUMAN
[],PRD15_HUMAN
[],SOX8_HUMAN
[],UBS3A_HUMAN
[],CF298_HUMAN
[],RIPK4_HUMAN
[],WDR4_HUMAN
[],TBX4_HUMAN
[],SCND1_HUMAN
[],JAM2_HUMAN
[],TMM33_HUMAN
[],NAC3_HUMAN
[],SYJ2B_HUMAN
[],GEMI4_HUMAN
[],EVC_HUMAN
[],KLF3_HUMAN
[],PCBP3_HUMAN
[],TMPS3_HUMAN
[],RAB38_HUMAN
[],CAR18_HUMAN
[],RAB25_HUMAN
[],CORO7_HUMAN
[],TCTA_HUMAN
[],CLD2_HUMAN
[],NU107_HUMAN
[],GSDMD_HUMAN
[],SNX16_HUMAN
[],RGS8_HUMAN
[],SELB_HUMAN
[],KCNKA_HUMAN
[],CABP4_HUMAN
[],SESN2_HUMAN
[],SESN3_HUMAN
[],FOXL2_HUMAN
[],EPIPL_HUMAN
[],LOXL3_HUMAN
[],VSX2_HUMAN
[],ANTR2_HUMAN
[],MLF1_HUMAN
[],ATS12_HUMAN
[],NRX1B_HUMAN
[],NRX2B_HUMAN
[],CLRN1_HUMAN
[],FAM3B_HUMAN
[],MTPN_HUMAN
[],S26A5_HUMAN
[],TIRAP_HUMAN
[],H2B1D_HUMAN
[],NLRP6_HUMAN
[],NAL12_HUMAN
[],NALP5_HUMAN
[],DAOA_HUMAN
[],RAB15_HUMAN
[],ATS20_HUMAN
[],T2R19_HUMAN
[],DEF1_HUMAN
[],DEF3_HUMAN
[],GBG2_HUMAN
[],MNARL_HUMAN
[],AP3S2_HUMAN
[],Z280A_HUMAN
[],BPIB4_HUMAN
[],LIRA4_HUMAN
[],DJB13_HUMAN
[],ZN445_HUMAN
[],MCCD1_HUMAN
[],KR121_HUMAN
[],KR122_HUMAN
[],ARPC4_HUMAN
[],ELOF1_HUMAN
[],APC15_HUMAN
[],HILS1_HUMAN
[],KR10A_HUMAN
[],DEFB1_HUMAN
[],CD81_HUMAN
[],SC61G_HUMAN
[],TPIS_HUMAN
[],MYPR_HUMAN
[],EIF3E_HUMAN
[],NANO2_HUMAN
[],NANO3_HUMAN
[],KR123_HUMAN
[],KR124_HUMAN
[],KR102_HUMAN
[],KR105_HUMAN
[],KR106_HUMAN
[],KR104_HUMAN
[],KR107_HUMAN
[],KR108_HUMAN
[],KR109_HUMAN
[],KR10B_HUMAN
[],SC61B_HUMAN
[],PTEN_HUMAN
[],EFC1_HUMAN
[],SYCY2_HUMAN
[],PP4C_HUMAN
[],GBRL2_HUMAN
[],IL2_HUMAN
[],ROMO1_HUMAN
[],UB2G2_HUMAN
[],MYL6_HUMAN
[],ACTB_HUMAN
[],RAC3_HUMAN
[],IF4A1_HUMAN
[],ZP1_HUMAN
[],RS20_HUMAN
[],SNP25_HUMAN
[],PRPS1_HUMAN
[],SEM1_HUMAN
[],PSA6_HUMAN
[],S10AA_HUMAN
[],CDC42_HUMAN
[],DEST_HUMAN
[],RAB8A_HUMAN
[],SPCS3_HUMAN
[],SRP54_HUMAN
[],RAB4B_HUMAN
[],RAB2A_HUMAN
[],RAB5B_HUMAN
[],CKS1_HUMAN
[],RAB10_HUMAN
[],CXCR4_HUMAN
[],UB2D3_HUMAN
[],UBC12_HUMAN
[],UBE2K_HUMAN
[],UBE2N_HUMAN
[],RAB14_HUMAN
[],ARP3_HUMAN
[],ARP2_HUMAN
[],ACTZ_HUMAN
[],TM258_HUMAN
[],CSN2_HUMAN
[],ARF3_HUMAN
[],RPAB2_HUMAN
[],ABCE1_HUMAN
[],RAP1B_HUMAN
[],RAP2B_HUMAN
[],MAX_HUMAN
[],RS3A_HUMAN
[],RL26_HUMAN
[],STX1B_HUMAN
[],SMS_HUMAN
[],PSME3_HUMAN
[],HAND2_HUMAN
[],RL15_HUMAN
[],MGN_HUMAN
[],FGF12_HUMAN
[],RL27_HUMAN
[],ISL1_HUMAN
[],VA0D1_HUMAN
[],PHS_HUMAN
[],RL37A_HUMAN
[],RHOA_HUMAN
[],RND3_HUMAN
[],NAA20_HUMAN
[],NCALD_HUMAN
[],CH10_HUMAN
[],S61A1_HUMAN
[],LYSC_HUMAN
[],SIA8F_HUMAN
[],PFD3_HUMAN
[],STXB1_HUMAN
[],B2MG_HUMAN
[],DAD1_HUMAN
[],TGFB2_HUMAN
[],NPC2_HUMAN
[],COPZ1_HUMAN
[],IPKA_HUMAN
[],RL37_HUMAN
[],GBG11_HUMAN
[],SUMO2_HUMAN
[],UFM1_HUMAN
[],DCAF7_HUMAN
[],WDR5_HUMAN
[],AP1S1_HUMAN
[],LMO4_HUMAN
[],NTF2_HUMAN
[],HNRPK_HUMAN
[],1433G_HUMAN
[],UBP46_HUMAN
[],RRAS2_HUMAN
[],TIM10_HUMAN
[],TSN5_HUMAN
[],RS7_HUMAN
[],PP1A_HUMAN
[],PP1B_HUMAN
[],NCS1_HUMAN
[],PRS4_HUMAN
[],PRS8_HUMAN
[],RS8_HUMAN
[],RS15A_HUMAN
[],RS16_HUMAN
[],UB2G1_HUMAN
[],UBE2H_HUMAN
[],1433E_HUMAN
[],RS14_HUMAN
[],RS23_HUMAN
[],RS18_HUMAN
[],RS29_HUMAN
[],RS13_HUMAN
[],RS11_HUMAN
[],RUXE_HUMAN
[],RUXF_HUMAN
[],RUXG_HUMAN
[],LSM3_HUMAN
[],LSM6_HUMAN
[],SMD1_HUMAN
[],SMD2_HUMAN
[],SMD3_HUMAN
[],BTG1_HUMAN
[],TYB4_HUMAN
[],ARF6_HUMAN
[],PRS10_HUMAN
[],SELT_HUMAN
[],TBPL1_HUMAN
[],RL7A_HUMAN
[],RPB7_HUMAN
[],RB11A_HUMAN
[],ERF1_HUMAN
[],ERR3_HUMAN
[],CNBP_HUMAN
[],YPEL5_HUMAN
[],RS4X_HUMAN
[],PP2AB_HUMAN
[],ACTA_HUMAN
[],RHOB_HUMAN
[],RL23A_HUMAN
[],RS6_HUMAN
[],VISL1_HUMAN
[],H4_HUMAN
[],H2B1C_HUMAN
[],RAB1A_HUMAN
[],RAN_HUMAN
[],RL23_HUMAN
[],RAP1A_HUMAN
[],UB2D2_HUMAN
[],RS15_HUMAN
[],RS24_HUMAN
[],RS25_HUMAN
[],RS26_HUMAN
[],RS28_HUMAN
[],RS30_HUMAN
[],GBB1_HUMAN
[],RPAB5_HUMAN
[],RBX1_HUMAN
[],GBB2_HUMAN
[],RL30_HUMAN
[],RL39_HUMAN
[],RL31_HUMAN
[],RL10A_HUMAN
[],RL32_HUMAN
[],RL11_HUMAN
[],RL8_HUMAN
[],PPIA_HUMAN
[],FKB1A_HUMAN
[],RS32_HUMAN
[],BLCAP_HUMAN
[],CCG7_HUMAN
[],RS27A_HUMAN
[],RL40_HUMAN
[],GRB2_HUMAN
[],TRA2B_HUMAN
[],RAC1_HUMAN
[],AP2B1_HUMAN
[],VAMP2_HUMAN
[],GNAS2_HUMAN
[],GNAI1_HUMAN
[],CANB1_HUMAN
[],1433Z_HUMAN
[],POK9_HUMAN
[],UBE2B_HUMAN
[],2ABA_HUMAN
[],RSMN_HUMAN
[],SUMO1_HUMAN
[],DYL1_HUMAN
[],DYLT1_HUMAN
[],RL38_HUMAN
[],SKP1_HUMAN
[],GBG1_HUMAN
[],GBG5_HUMAN
[],RS21_HUMAN
[],IF5A1_HUMAN
[],RACK1_HUMAN
[],KCNJ2_HUMAN
[],ACTG_HUMAN
[],ACTH_HUMAN
[],SPT4H_HUMAN
[],UBC9_HUMAN
[],TNNC1_HUMAN
[],PP2AA_HUMAN
[],YBOX1_HUMAN
[],SC11A_HUMAN
[],CSK2B_HUMAN
[],TPM4_HUMAN
[],ACTC_HUMAN
[],UB2L3_HUMAN
[],EF1A1_HUMAN
[],FKB1B_HUMAN
[],ACTS_HUMAN
[],TBA1B_HUMAN
[],TBA4A_HUMAN
[],TBB4B_HUMAN
[],CSK21_HUMAN
[],PA1B2_HUMAN
[],H31_HUMAN
[],UBX2A_HUMAN
[],HBB_HUMAN
[],NOMO3_HUMAN
[],HBG1_HUMAN
[],HBG2_HUMAN
[],HBA_HUMAN
[],CXAR_HUMAN
[],3BP2_HUMAN
[],NOP14_HUMAN
[],RNF4_HUMAN
[],IGBP1_HUMAN
[],SHPS1_HUMAN
[],ADAM8_HUMAN
[],CP4F2_HUMAN
[],SERB_HUMAN
[],RBM6_HUMAN
[],GPC5_HUMAN
[],GBRE_HUMAN
[],PITX1_HUMAN
[],IF4G2_HUMAN
[],RPP38_HUMAN
[],RPP30_HUMAN
[],GTF2I_HUMAN
[],ASIC1_HUMAN
[],DLG4_HUMAN
[],PI42B_HUMAN
[],CNTP1_HUMAN
[],CTG1B_HUMAN
[],SRPK2_HUMAN
[],ABCA4_HUMAN
[],PHC1_HUMAN
[],NKX32_HUMAN
[],KC1G2_HUMAN
[],CLD10_HUMAN
[],TCPB_HUMAN
[],OLR1_HUMAN
[],S35A2_HUMAN
[],S35A1_HUMAN
[],S35B1_HUMAN
[],KRT83_HUMAN
[],KRT85_HUMAN
[],PRAME_HUMAN
[],CCNA1_HUMAN
[],RAE1L_HUMAN
[],BT3A2_HUMAN
[],IRX5_HUMAN
[],IRX6_HUMAN
[],IRX4_HUMAN
[],IRX3_HUMAN
[],GSTO1_HUMAN
[],X3CL1_HUMAN
[],PO6F2_HUMAN
[],NKX61_HUMAN
[],JAG1_HUMAN
[],KCJ10_HUMAN
[],RELN_HUMAN
[],DEN2B_HUMAN
[],PRKDC_HUMAN
[],ADA17_HUMAN
[],BL1S1_HUMAN
[],SRPX_HUMAN
[],ARGI2_HUMAN
[],BTG2_HUMAN
[],ELF3_HUMAN
[],NTH_HUMAN
[],I13R1_HUMAN
[],CCL20_HUMAN
[],MAP1A_HUMAN
[],CRADD_HUMAN
[],PHEX_HUMAN
[],RED1_HUMAN
[],DRB3_HUMAN
[],PRR3_HUMAN
[],CCL8_HUMAN
[],CCL7_HUMAN
[],PHLD_HUMAN
[],CXCL6_HUMAN
[],NGAL_HUMAN
[],M3K9_HUMAN
[],IN35_HUMAN
[],MT1H_HUMAN
[],MT1X_HUMAN
[],NUCB2_HUMAN
[],DHI2_HUMAN
[],DLK1_HUMAN
[],GABT_HUMAN
[],S10AC_HUMAN
[],BASP1_HUMAN
[],LV321_HUMAN
[],HEPC_HUMAN
[],GPSM2_HUMAN
[],PRRP_HUMAN
[],EREP3_HUMAN
[],D103A_HUMAN
[],DCD_HUMAN
[],TMF1_HUMAN
[],BAT1_HUMAN
[],CRUM1_HUMAN
[],RT22_HUMAN
[],RT35_HUMAN
[],RT15_HUMAN
[],RT34_HUMAN
[],RT06_HUMAN
[],SARNP_HUMAN
[],ATL3_HUMAN
[],HTRA4_HUMAN
[],HTRA3_HUMAN
[],LACTB_HUMAN
[],LSM11_HUMAN
[],COG7_HUMAN
[],RL24_HUMAN
[],TXN4A_HUMAN
[],RL36A_HUMAN
[],CBX1_HUMAN
[],SMAD3_HUMAN
[],HPCA_HUMAN
[],ARF1_HUMAN
[],ARF5_HUMAN
[],ERH_HUMAN
[],RHOG_HUMAN
[],RL19_HUMAN
[],SRSF3_HUMAN
[],H33_HUMAN
[],SKOR1_HUMAN
[],ALEX_HUMAN
[],FOXK1_HUMAN
[],RHG08_HUMAN
[],PRR5_HUMAN
[],HTD2_HUMAN
[],ZBED6_HUMAN
[],PR20C_HUMAN
[],PR20D_HUMAN
[],TSG6_HUMAN
[],ENTK_HUMAN
[],SHC2_HUMAN
[],DAB2_HUMAN
[],MUC5A_HUMAN
[],FBLN2_HUMAN
[],IDD_HUMAN
[],VLDLR_HUMAN
[],PGBM_HUMAN
[],PKD1_HUMAN
[],LRP2_HUMAN
[],ZXDA_HUMAN
[],XIAP_HUMAN
[],RHG04_HUMAN
[],EFNB1_HUMAN
[],FAM3A_HUMAN
[],FGD1_HUMAN
[],RBM10_HUMAN
[],FOXO4_HUMAN
[],RBM3_HUMAN
[],ZN200_HUMAN
[],CP4F8_HUMAN
[],AT2C1_HUMAN
[],AT11A_HUMAN
[],AT8B2_HUMAN
[],CYC_HUMAN
[],2ABB_HUMAN
[],EM55_HUMAN
[],HXA4_HUMAN
[],TFAM_HUMAN
[],PIPNA_HUMAN
[],METK1_HUMAN
[],S25A3_HUMAN
[],VIGLN_HUMAN
[],TF2B_HUMAN
[],HXC5_HUMAN
[],CDK3_HUMAN
[],CDKL1_HUMAN
[],CDK6_HUMAN
[],CDK5_HUMAN
[],CDK16_HUMAN
[],CDK17_HUMAN
[],PURA_HUMAN
[],BORG5_HUMAN
[],FANCC_HUMAN
[],NDP_HUMAN
[],CLH1_HUMAN
[],HSF1_HUMAN
[],NFKB2_HUMAN
[],FKBP3_HUMAN
[],PLCB2_HUMAN
[],REEP5_HUMAN
[],DHSO_HUMAN
[],HNRPU_HUMAN
[],MYPC1_HUMAN
[],PSG9_HUMAN
[],PSG6_HUMAN
[],B4GN1_HUMAN
[],CAC1B_HUMAN
[],IRF9_HUMAN
[],MDM2_HUMAN
[],BEX3_HUMAN
[],PLIN5_HUMAN
[],PRCD_HUMAN
[],PDE1B_HUMAN
[],U2AF1_HUMAN
[],SPTB2_HUMAN
[],TIAR_HUMAN
[],E2F1_HUMAN
[],INSM1_HUMAN
[],SET_HUMAN
[],IL9R_HUMAN
[],SCN7A_HUMAN
[],SRSF2_HUMAN
[],CD83_HUMAN
[],FOXK2_HUMAN
[],RUNX1_HUMAN
[],RELB_HUMAN
[],IL5RA_HUMAN
[],FCERB_HUMAN
[],GALK2_HUMAN
[],AMPD3_HUMAN
[],AMPD2_HUMAN
[],MLRA_HUMAN
[],PMP22_HUMAN
[],FABP5_HUMAN
[],ANK2_HUMAN
[],CAP1_HUMAN
[],DEF5_HUMAN
[],DEF6_HUMAN
[],TSPY1_HUMAN
[],MYT1_HUMAN
[],FLI1_HUMAN
[],K22O_HUMAN
[],HMCS1_HUMAN
[],IFM3_HUMAN
[],IFM2_HUMAN
[],ILRL1_HUMAN
[],LAT1_HUMAN
[],NC2B_HUMAN
[],TFAP4_HUMAN
[],CAC1D_HUMAN
[],ACTHR_HUMAN
[],MSHR_HUMAN
[],FMO1_HUMAN
[],EXOSX_HUMAN
[],OTUD4_HUMAN
[],PFKAP_HUMAN
[],AT2B2_HUMAN
[],SATB1_HUMAN
[],XPC_HUMAN
[],EWS_HUMAN
[],CDR2_HUMAN
[],PO4F1_HUMAN
[],PO5F1_HUMAN
[],SPIB_HUMAN
[],BNC1_HUMAN
[],CO4A3_HUMAN
[],SC6A3_HUMAN
[],OCRL_HUMAN
[],PLCB3_HUMAN
[],ROR1_HUMAN
[],ROR2_HUMAN
[],AK17A_HUMAN
[],MEF2A_HUMAN
[],MEF2B_HUMAN
[],NAAA_HUMAN
[],SP2_HUMAN
[],RHAG_HUMAN
[],GCYA1_HUMAN
[],PYRD_HUMAN
[],GCYB1_HUMAN
[],KPCE_HUMAN
[],RHD_HUMAN
[],ODO1_HUMAN
[],CX6A2_HUMAN
[],TNR17_HUMAN
[],CENPE_HUMAN
[],KIF23_HUMAN
[],CNTN2_HUMAN
[],MMSA_HUMAN
[],NRG1_HUMAN
[],CP27A_HUMAN
[],ID2_HUMAN
[],SEMG2_HUMAN
[],CO7A1_HUMAN
[],APBA1_HUMAN
[],DSG1_HUMAN
[],SP4_HUMAN
[],SP3_HUMAN
[],DSC2_HUMAN
[],MUC3A_HUMAN
[],ID3_HUMAN
[],H11_HUMAN
[],RL18A_HUMAN
[],PAX5_HUMAN
[],IRF8_HUMAN
[],HEN1_HUMAN
[],HEN2_HUMAN
[],CACB1_HUMAN
[],GHRHR_HUMAN
[],GCNT1_HUMAN
[],GUC2A_HUMAN
[],MP2K1_HUMAN
[],TIE2_HUMAN
[],M3K10_HUMAN
[],FKBP4_HUMAN
[],PLOD1_HUMAN
[],MUC2_HUMAN
[],NUCB1_HUMAN
[],RASF7_HUMAN
[],GUC2D_HUMAN
[],RL6_HUMAN
[],TOP2B_HUMAN
[],CP4AB_HUMAN
[],CREB5_HUMAN
[],AKA12_HUMAN
[],PAX2_HUMAN
[],M2OM_HUMAN
[],FHR3_HUMAN
[],DYST_HUMAN
[],GSTM4_HUMAN
[],HHEX_HUMAN
[],PO3F1_HUMAN
[],CREM_HUMAN
[],ENL_HUMAN
[],MECOM_HUMAN
[],GNA12_HUMAN
[],CAV1_HUMAN
[],ACY1_HUMAN
[],KMT2A_HUMAN
[],TGBR3_HUMAN
[],PPARD_HUMAN
[],CENPC_HUMAN
[],LMNB2_HUMAN
[],PTPS_HUMAN
[],ROM1_HUMAN
[],TFF2_HUMAN
[],UPAR_HUMAN
[],KIME_HUMAN
[],PTH1R_HUMAN
[],ERCC6_HUMAN
[],TAP1_HUMAN
[],TAP2_HUMAN
[],FHR1_HUMAN
[],COAA1_HUMAN
[],CEBPZ_HUMAN
[],KCNC4_HUMAN
[],ZNF85_HUMAN
[],HSF2_HUMAN
[],ARI5A_HUMAN
[],PRB3_HUMAN
[],TF65_HUMAN
[],UBXN1_HUMAN
[],GLGB_HUMAN
[],FOLH1_HUMAN
[],IF4G1_HUMAN
[],ATP7A_HUMAN
[],P_HUMAN
[],K1C17_HUMAN
[],NOTC2_HUMAN
[],TLE1_HUMAN
[],TLE2_HUMAN
[],TLE3_HUMAN
[],TLE4_HUMAN
[],EMX1_HUMAN
[],EMX2_HUMAN
[],HGFA_HUMAN
[],KPCT_HUMAN
[],LGUL_HUMAN
[],ACVR1_HUMAN
[],AK1C1_HUMAN
[],SSBP_HUMAN
[],ACHE_HUMAN
[],REL_HUMAN
[],MUC24_HUMAN
[],RON_HUMAN
[],1433F_HUMAN
[],PLP2_HUMAN
[],SRY_HUMAN
[],ICA69_HUMAN
[],UBE3A_HUMAN
[],DYN1_HUMAN
[],MAD1_HUMAN
[],PTN12_HUMAN
[],EGR4_HUMAN
[],LEG10_HUMAN
[],DCE2_HUMAN
[],FAK1_HUMAN
[],LIPS_HUMAN
[],ZNF91_HUMAN
[],KPCZ_HUMAN
[],ZBT16_HUMAN
[],SRS11_HUMAN
[],NMDZ1_HUMAN
[],EF1A2_HUMAN
[],KPCD_HUMAN
[],CALD1_HUMAN
[],COEA1_HUMAN
[],RN5A_HUMAN
[],ACHB3_HUMAN
[],DUSP2_HUMAN
[],HME1_HUMAN
[],FOLC_HUMAN
[],VMAT2_HUMAN
[],ZP2_HUMAN
[],MBTD1_HUMAN
[],DEUP1_HUMAN
[],ITIH3_HUMAN
[],AT5G2_HUMAN
[],PTN11_HUMAN
[],KDSR_HUMAN
[],REG3A_HUMAN
[],BTK_HUMAN
[],P2R3A_HUMAN
[],PUR1_HUMAN
[],GFPT1_HUMAN
[],EXOS9_HUMAN
[],AOXA_HUMAN
[],PSME1_HUMAN
[],SUH_HUMAN
[],MEF2C_HUMAN
[],P5F1B_HUMAN
[],TYRO3_HUMAN
[],CCG1_HUMAN
[],MTG8_HUMAN
[],APLP2_HUMAN
[],NPT2A_HUMAN
[],ST2A1_HUMAN
[],GABPA_HUMAN
[],GABP1_HUMAN
[],RING1_HUMAN
[],RAD51_HUMAN
[],TNFC_HUMAN
[],PAX8_HUMAN
[],ZN33A_HUMAN
[],FMR1_HUMAN
[],FMOD_HUMAN
[],PRDX1_HUMAN
[],EGR3_HUMAN
[],SOX4_HUMAN
[],ACHD_HUMAN
[],CDK18_HUMAN
[],TNR9_HUMAN
[],RL18_HUMAN
[],C1QBP_HUMAN
[],CKAP4_HUMAN
[],AMPE_HUMAN
[],COGA1_HUMAN
[],CD69_HUMAN
[],ZO1_HUMAN
[],TRHY_HUMAN
[],CXCL9_HUMAN
[],PIGF_HUMAN
[],PDE4B_HUMAN
[],TISB_HUMAN
[],NKG2E_HUMAN
[],SPAG1_HUMAN
[],KRA11_HUMAN
[],TFF3_HUMAN
[],KHDR1_HUMAN
[],DLX2_HUMAN
[],SCN1B_HUMAN
[],BAX_HUMAN
[],B2CL1_HUMAN
[],MCL1_HUMAN
[],SLC31_HUMAN
[],DPOE1_HUMAN
[],KLC1_HUMAN
[],PPARA_HUMAN
[],SOS1_HUMAN
[],SOS2_HUMAN
[],ACK1_HUMAN
[],LRP1_HUMAN
[],SRSF1_HUMAN
[],RHG01_HUMAN
[],CP24A_HUMAN
[],ACTN3_HUMAN
[],FOXM1_HUMAN
[],RGS1_HUMAN
[],TLE5_HUMAN
[],SRSF4_HUMAN
[],PCDH1_HUMAN
[],TGM3_HUMAN
[],PP2BA_HUMAN
[],DHX9_HUMAN
[],QOR_HUMAN
[],CACB2_HUMAN
[],I10R2_HUMAN
[],DDR1_HUMAN
[],S20A2_HUMAN
[],GOGA3_HUMAN
[],GOGA2_HUMAN
[],LG3BP_HUMAN
[],LOXL1_HUMAN
[],ECHP_HUMAN
[],MFGM_HUMAN
[],ADCY2_HUMAN
[],CP4F3_HUMAN
[],PDE4C_HUMAN
[],DEMA_HUMAN
[],PDE4D_HUMAN
[],DSC1_HUMAN
[],HDHD1_HUMAN
[],TICN1_HUMAN
[],SG11B_HUMAN
[],CLM6_HUMAN
[],CD47_HUMAN
[],PPID_HUMAN
[],ADCY1_HUMAN
[],FGL1_HUMAN
[],ITK_HUMAN
[],SSRP1_HUMAN
[],RBL2_HUMAN
[],CAMP2_HUMAN
[],SPIR1_HUMAN
[],ZN844_HUMAN
[],MZT1_HUMAN
[],ACSM1_HUMAN
[],ACS2A_HUMAN
[],VAC14_HUMAN
[],SIG14_HUMAN
[],NSUN2_HUMAN
[],DMPK_HUMAN
[],DMWD_HUMAN
[],RBBP4_HUMAN
[],NCBP1_HUMAN
[],MGAT3_HUMAN
[],MGT5A_HUMAN
[],ABCC8_HUMAN
[],KCNA1_HUMAN
[],EP300_HUMAN
[],AHNK_HUMAN
[],ZN415_HUMAN
[],GOG8D_HUMAN
[],IFFO1_HUMAN
[],NIPA4_HUMAN
[],RIPP1_HUMAN
[],NTCP7_HUMAN
[],TBC8B_HUMAN
[],FCHO2_HUMAN
[],ARL16_HUMAN
[],ELP6_HUMAN
[],LMOD3_HUMAN
[],RGF1B_HUMAN
[],SMAGP_HUMAN
[],APOBR_HUMAN
[],INCA1_HUMAN
[],BRME1_HUMAN
[],DYH14_HUMAN
[],HSP7E_HUMAN
[],CGNL1_HUMAN
[],FP100_HUMAN
[],MESP2_HUMAN
[],LTOR4_HUMAN
[],U17LO_HUMAN
[],NEXN_HUMAN
[],PJVK_HUMAN
[],MGAT2_HUMAN
[],GALT2_HUMAN
[],GALT1_HUMAN
[],AP1B1_HUMAN
[],CPSF1_HUMAN
[],MN1_HUMAN
[],DBP_HUMAN
[],TEF_HUMAN
[],BST1_HUMAN
[],BST2_HUMAN
[],MPPA_HUMAN
[],FUT2_HUMAN
[],FUT5_HUMAN
[],FUT7_HUMAN
[],SIA4A_HUMAN
[],SIAT6_HUMAN
[],SIA4C_HUMAN
[],KIF1A_HUMAN
[],SCRN1_HUMAN
[],TMM94_HUMAN
[],WASC5_HUMAN
[],NU160_HUMAN
[],SCAP_HUMAN
[],SRBP2_HUMAN
[],ARHG5_HUMAN
[],FOXO1_HUMAN
[],TBL3_HUMAN
[],TF3C1_HUMAN
[],KCMA1_HUMAN
[],TWF1_HUMAN
[],HYAL1_HUMAN
[],ASPH_HUMAN
[],CETN1_HUMAN
[],TFCP2_HUMAN
[],AKP13_HUMAN
[],FBLN3_HUMAN
[],KCNH2_HUMAN
[],TROAP_HUMAN
[],TROP_HUMAN
[],SNF5_HUMAN
[],RB40B_HUMAN
[],BPTF_HUMAN
[],CDC20_HUMAN
[],ZP4_HUMAN
[],PO4F2_HUMAN
[],KIF5A_HUMAN
[],FSTL1_HUMAN
[],STX4_HUMAN
[],GRSF1_HUMAN
[],M4K2_HUMAN
[],M3K12_HUMAN
[],NFIA_HUMAN
[],CNTN1_HUMAN
[],CAD17_HUMAN
[],MERTK_HUMAN
[],TCF15_HUMAN
[],SFSWA_HUMAN
[],CHD3_HUMAN
[],SF3A3_HUMAN
[],NMDE1_HUMAN
[],DPYD_HUMAN
[],SEPR_HUMAN
[],COX10_HUMAN
[],TP53B_HUMAN
[],OVGP1_HUMAN
[],HYAL2_HUMAN
[],TM115_HUMAN
[],IFRD2_HUMAN
[],TRI26_HUMAN
[],AIMP1_HUMAN
[],ILF2_HUMAN
[],ILF3_HUMAN
[],LMAN2_HUMAN
[],NTCP2_HUMAN
[],IRAG2_HUMAN
[],PTPRJ_HUMAN
[],KLRB1_HUMAN
[],PTN13_HUMAN
[],EPS8_HUMAN
[],TRAP1_HUMAN
[],TRAF2_HUMAN
[],BFSP1_HUMAN
[],FOXF1_HUMAN
[],FOXF2_HUMAN
[],FOXC1_HUMAN
[],FOXI1_HUMAN
[],FOXL1_HUMAN
[],ANK3_HUMAN
[],DLG1_HUMAN
[],TAF10_HUMAN
[],MYO1E_HUMAN
[],GNDS_HUMAN
[],NFAC3_HUMAN
[],PP1R8_HUMAN
